URL,Domain,Emails,Timestamp
"https://pestana.com","pestana.com","","2025-06-20T20:48:42.459Z"
"https://kitano.princehotels.com","kitano.princehotels.com","","2025-06-20T20:48:42.694Z"
"https://kixby.com","kixby.com","hello@kixby.com","2025-06-20T20:48:42.732Z"
"https://concordehotelnewyork.com","concordehotelnewyork.com","reservations@concordehotelnewyork.com","2025-06-20T20:48:42.885Z"
"https://theplazany.com","theplazany.com","plazareservation@fairmont.com","2025-06-20T20:48:43.180Z"
"https://edisonhotelnyc.com","edisonhotelnyc.com","edisonres@triumphhotels.com; edisonguestrelations@triumphhotels.com; columbiaedison@triumphhotels.com","2025-06-20T20:48:45.513Z"
"https://theparchotel.com","theparchotel.com","","2025-06-20T20:48:47.036Z"
"https://westhousehotelnewyork.com","westhousehotelnewyork.com","","2025-06-20T20:48:47.592Z"
"https://theknickerbocker.com","theknickerbocker.com","","2025-06-20T20:48:47.928Z"
"https://ink48.com","ink48.com","","2025-06-20T20:48:48.491Z"
"https://choicehotels.com","choicehotels.com","info@iatan.org; grdesk@choicehotels.com; ihelp@choicehotels.com; recipient@domain.com; ihelp@choicehotels.com","2025-06-20T20:48:48.588Z"
"https://arthousehotelnyc.com","arthousehotelnyc.com","connect@arthousehotelnyc.com","2025-06-20T20:48:48.612Z"
"https://michelangelohotel.com","michelangelohotel.com","","2025-06-20T20:48:48.829Z"
"https://louvrehotelnyc.com","louvrehotelnyc.com","psh.reservations@gmail.comsubmitthanks; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; psh.reservations@gmail.com","2025-06-20T20:48:49.381Z"
"https://nineorchard.com","nineorchard.com","rsvp@nineorchard.com","2025-06-20T20:48:49.914Z"
"https://baccarathotels.com","baccarathotels.com","","2025-06-20T20:48:50.921Z"
"https://peninsula.com","peninsula.com","reservationphk@peninsula.com; reservationgcsc@peninsula.com","2025-06-20T20:48:51.232Z"
"https://staygenerator.com","staygenerator.com","","2025-06-20T20:48:51.363Z"
"https://lottenypalace.com","lottenypalace.com","reservations@lottenypalace.com","2025-06-20T20:48:51.734Z"
"https://1hotels.com","1hotels.com","","2025-06-20T20:48:51.828Z"
"https://warwickhotels.com","warwickhotels.com","","2025-06-20T20:48:52.158Z"
"https://hotelalameda.com","hotelalameda.com","frontdeskgroup@hotelalameda.com","2025-06-20T20:48:52.560Z"
"https://thecarnegiehotel.com","thecarnegiehotel.com","","2025-06-20T20:48:52.755Z"
"https://lombardyhotel.com","lombardyhotel.com","","2025-06-20T20:48:53.249Z"
"https://nh-hotels.com","nh-hotels.com","","2025-06-20T20:48:53.698Z"
"https://arlohotels.com","arlohotels.com","","2025-06-20T20:48:54.519Z"
"https://thechelseannewyork.com","thechelseannewyork.com","reservations@thechelseannewyork.com","2025-06-20T20:48:55.283Z"
"https://themarkhotel.com","themarkhotel.com","","2025-06-20T20:48:55.625Z"
"https://thelucernehotel.com","thelucernehotel.com","","2025-06-20T20:48:56.055Z"
"https://oyotimessquare.com","oyotimessquare.com","","2025-06-20T20:48:56.862Z"
"https://marltonhotel.com","marltonhotel.com","margaux@marltonhotel.com; reservations@marltonhotel.com; press@marltonhotel.com","2025-06-20T20:48:57.814Z"
"https://hgunyc.com","hgunyc.com","","2025-06-20T20:48:58.408Z"
"https://innatgreatneck.com","innatgreatneck.com","reservations@innatgreatneck.com","2025-06-20T20:48:58.735Z"
"https://archerhotel.com","archerhotel.com","","2025-06-20T20:48:58.812Z"
"https://tuscanynyc.com","tuscanynyc.com","tuscany@luxurban.com","2025-06-20T20:48:59.210Z"
"https://hotelhaydennyc.com","hotelhaydennyc.com","","2025-06-20T20:48:59.262Z"
"https://thejewelny.com","thejewelny.com","info@thejewelny.com.footer","2025-06-20T20:48:59.518Z"
"https://heritagehotelnyc.com","heritagehotelnyc.com","sales.heritagehotelnyc@gmail.com; heritagehotelreservations@gmail.com","2025-06-20T20:48:59.698Z"
"https://www.belvederehotelnyc.com/contact","belvederehotelnyc.com","","2025-06-20T20:48:59.837Z"
"https://www.belvederehotelnyc.com/about","belvederehotelnyc.com","","2025-06-20T20:48:59.956Z"
"https://www.marriott.com/marriott/aboutmarriott.mi","marriott.com","","2025-06-20T20:49:00.302Z"
"https://thehighlinehotel.com","thehighlinehotel.com","26de@x3x32o3h26x3exxh.teo; info@thehighlinehotel.com","2025-06-20T20:49:00.534Z"
"https://shorehamhotel.com","shorehamhotel.com","reservations@shorehamhotelnyc.com","2025-06-20T20:49:00.940Z"
"https://www.aman.com/about-us","aman.com","","2025-06-20T20:49:01.084Z"
"https://www.ihg.com/hotels/gb/en/customer-care/contact-us","ihg.com","","2025-06-20T20:49:01.510Z"
"https://www.thedominickhotel.com/contact-us","thedominickhotel.com","accountsreceivable@thedominick.com; reservations@thedominick.com; ajanzon@thedominick.com; lbowden@thedominick.com","2025-06-20T20:49:01.779Z"
"https://www.royaltonhotel.com/about","royaltonhotel.com","869-4400reservations@royalton-nyc.com","2025-06-20T20:49:02.386Z"
"https://leonhotelnyc.com","leonhotelnyc.com","info@leonhotelnyc.com; info@leonhotelnyc.com","2025-06-20T20:49:02.848Z"
"https://www.pearlhotelnyc.com/contact","pearlhotelnyc.com","frontdesk@pearlhotelnyc.com","2025-06-20T20:49:02.883Z"
"https://www.thewilliamvale.com/about/","thewilliamvale.com","","2025-06-20T20:49:02.917Z"
"https://www.empirehotelnyc.com/contact-location","empirehotelnyc.com","reservations@empirehotelnyc.com","2025-06-20T20:49:02.981Z"
"https://www.pearlhotelnyc.com/about","pearlhotelnyc.com","","2025-06-20T20:49:03.292Z"
"https://hotel48lexnewyork.com","hotel48lexnewyork.com","","2025-06-20T20:49:03.421Z"
"https://www.solitasohohotel.com/contact-information.htm","solitasohohotel.com","","2025-06-20T20:49:03.513Z"
"https://nyc.sonesta.com/contact/","nyc.sonesta.com","","2025-06-20T20:49:04.428Z"
"https://ameritanianyc.com","ameritanianyc.com","","2025-06-20T20:49:04.663Z"
"https://themusehotel.com","themusehotel.com","talktous@themusehotel.com","2025-06-20T20:49:04.858Z"
"https://www.parklanenewyork.com/contact/","parklanenewyork.com","","2025-06-20T20:49:05.039Z"
"https://kitano.princehotels.com/about-us/","kitano.princehotels.com","","2025-06-20T20:49:05.264Z"
"https://hotelbelleclaire.com","hotelbelleclaire.com","hbfom@triumphhotels.com; belleclaire@triumphhotels.com; columbiabelleclaire@triumphhotels.com","2025-06-20T20:49:05.460Z"
"https://www.loewshotels.com/contact-us","loewshotels.com","","2025-06-20T20:49:05.598Z"
"https://www.rosewoodhotels.com/en/contact","rosewoodhotels.com","info@rosewoodhotelgroup.com","2025-06-20T20:49:05.727Z"
"https://www.rosewoodhotels.com/en/about","rosewoodhotels.com","","2025-06-20T20:49:05.732Z"
"https://www.theparchotel.com/contact-us.htm","theparchotel.com","","2025-06-20T20:49:06.025Z"
"https://www.westhousehotelnewyork.com/contact","westhousehotelnewyork.com","","2025-06-20T20:49:06.893Z"
"https://www.theknickerbocker.com/about/contact-us/","theknickerbocker.com","","2025-06-20T20:49:07.360Z"
"https://www.michelangelohotel.com/contact","michelangelohotel.com","","2025-06-20T20:49:07.401Z"
"https://www.theknickerbocker.com/about/","theknickerbocker.com","","2025-06-20T20:49:07.444Z"
"https://www.baccarathotels.com/contact-us","baccarathotels.com","info@baccarathotels.com; nysales@baccarathotels.com; nyreservations@baccarathotels.com; nypublicrelations@baccarathotels.com; baccarat@weareshadow.com","2025-06-20T20:49:07.669Z"
"https://www.ink48.com/contact","ink48.com","","2025-06-20T20:49:07.874Z"
"https://staygenerator.com/information/contact-us","staygenerator.com","","2025-06-20T20:49:07.949Z"
"https://www.warwickhotels.com/about-us","warwickhotels.com","","2025-06-20T20:49:08.071Z"
"https://arlohotels.com/about/","arlohotels.com","","2025-06-20T20:49:08.101Z"
"https://park.marmaranyc.com/contact-us","park.marmaranyc.com","","2025-06-20T20:49:08.337Z"
"https://lombardyhotel.com/contact-us/","lombardyhotel.com","reservations@lombardyhotel.com","2025-06-20T20:49:08.729Z"
"https://www.hgunyc.com/more/contact","hgunyc.com","sales@hgunyc.comfor; events@hgunyc.comfor; welcomedesk@hgunyc.comhgu","2025-06-20T20:49:09.232Z"
"https://www.warwickhotels.com/contact-us","warwickhotels.com","groupbookings@warwickhotels.com; whrsalesus@warwickhotels.com; whrsales@warwickhotels.com; whrsalesmena@warwickhotels.com; whrsalessp@warwickhotels.com; infoboxny@warwickhotels.com; info.dallas@warwickhotels.com; info.denver@warwickhotels.com; info.sf@warwickhotels.com; info.seattle@warwickhotels.com; info.chicago@warwickhotels.com; info.wpib@warwickhotels.com; reservations.capital@warwickhotels.com; info.warwickbrussels@warwickhotels.com; info.whparis@warwickhotels.com; info.lyon@warwickhotels.com; info.geneva@warwickhotels.com; info.westminster@warwickhotels.com; info.warwickbarsey@warwickhotels.com; info@splendid-nice.com; info.hoteldesthermes@warwickhotels.com; info.warwickdohahotel@warwickhotels.com; info.ankara@warwickhotels.com; info.cantonal@warwickhotels.com; reservations.alkhobar@warwickhotels.com; info.palmbeach@warwickhotels.com; info.warwickstone55@warwickhotels.com; makeen@warwickhotels.com; reservations.salsabil@warwickhotels.com; sales@nuzulwarwick.com; info.alhamra-palace@warwickhotels.com; info.riyadh@warwickhotels.com; info.nwd@warwickhotels.com; info.fiji@warwickhotels.com; info.lelagon@warwickhotels.com; navitireservations@warwickhotels.com; res.tambuasands@warwickhotels.com; res.tokatoka@warwickhotels.com; info.celebrity@warwickhotels.com","2025-06-20T20:49:09.292Z"
"https://www.oyotimessquare.com/about","oyotimessquare.com","","2025-06-20T20:49:09.552Z"
"https://www.thecarnegiehotel.com/about-us","thecarnegiehotel.com","","2025-06-20T20:49:09.583Z"
"https://www.themarkhotel.com/information/contact/","themarkhotel.com","reservations@themarkhotel.com","2025-06-20T20:49:09.766Z"
"https://www.ihg.com/content/gb/en/customer-care/contact-us#maincontent","ihg.com","","2025-06-20T20:49:09.838Z"
"https://www.hotelhaydennyc.com/about-hotel-hayden","hotelhaydennyc.com","","2025-06-20T20:49:09.873Z"
"https://archerhotel.com/contact","archerhotel.com","","2025-06-20T20:49:09.895Z"
"https://www.1hotels.com/contact-us","1hotels.com","","2025-06-20T20:49:09.936Z"
"https://www.hotelhaydennyc.com/contact-us","hotelhaydennyc.com","","2025-06-20T20:49:10.672Z"
"https://thelucernehotel.com/contact","thelucernehotel.com","","2025-06-20T20:49:11.103Z"
"https://www.hotel48lexnewyork.com/contact-us","hotel48lexnewyork.com","","2025-06-20T20:49:11.492Z"
"https://www.ameritanianyc.com/our-hotel/contact-location","ameritanianyc.com","reservations@ameritanianyc.com","2025-06-20T20:49:11.529Z"
"https://wyndhamhotels.com","wyndhamhotels.com","accessibility@wyndham.com","2025-06-20T20:49:11.600Z"
"https://arlohotels.com/about/contact-us/","arlohotels.com","","2025-06-20T20:49:12.117Z"
"https://kitano.princehotels.com/zh-hant/about-us/","kitano.princehotels.com","","2025-06-20T20:49:12.636Z"
"https://kitano.princehotels.com/ko/about-us/","kitano.princehotels.com","","2025-06-20T20:49:12.712Z"
"https://www.princehotels.com/about-us/","princehotels.com","","2025-06-20T20:49:14.272Z"
"https://sohohouse.com","sohohouse.com","membershipadmin@sohohouse.com; u003emembershipadmin@sohohouse.com; membership@sohohouse.com; wilfredo@sohohouse.com","2025-06-20T20:49:15.819Z"
"https://www.thecarnegiehotel.com/contact-us","thecarnegiehotel.com","","2025-06-20T20:49:16.417Z"
"https://citizenm.com","citizenm.com","richard@richardpowers.co.uk","2025-06-20T20:49:17.880Z"
"https://www.fourseasons.com/about_four_seasons/","fourseasons.com","","2025-06-20T20:49:33.416Z"
"https://www.fourseasons.com/es-es/about_four_seasons/","fourseasons.com","","2025-06-20T20:49:36.862Z"
