Category,Name,Phone,Google Maps URL,Website,email,Business Status,Address,Total Reviews,Booking Links,Rating,Hours
,The New York EDITION,+1 212-413-4200,https://www.marriott.com/en-us/hotels/nyceb-the-new-york-edition/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0/Contact/,https://www.marriott.com/en-us/hotels/nyceb-the-new-york-edition/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,"5 Madison Ave, New York, NY 10010, United States","(1,247)",,4.5,
,"The Langham, New York, Fifth Avenue",+1 212-695-4005,"https://www.google.com/maps/place/The+Langham,+New+York,+Fifth+Avenue/@40.7501833,-73.983759,17z/data=!3m1!4b1!4m9!3m8!1s0x89c259a9f8048231:0xd55c8c62d52cb9b7!5m2!4m1!1i2!8m2!3d40.7501833!4d-73.983759!16s%2Fm%2F0drysbp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",http://www.langhamhotels.com/en/the-langham/new-york/?htl=tlnyc&src=organic&eng=google&size=na&cid=yext_profile&y_source=1_MTAwNjI1OTItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,"400 5th Ave, New York, NY 10018, United States","(1,621)",,4.6,
,Hilton Club The Residences New York,+1 646-459-6565,"https://www.google.com/maps/place/Hilton+Club+The+Residences+New+York/@40.762498,-73.979527,17z/data=!3m1!4b1!4m9!3m8!1s0x89c2597d98f999a9:0x72d92cbc4c352264!5m2!4m1!1i2!8m2!3d40.762498!4d-73.979527!16s%2Fg%2F11t5t341fy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.hilton.com/en/hotels/nycrcgv-hilton-club-the-residences-new-york/?SEO_id=GMB-AMER-HH-NYCRCGV&y_source=1_OTU1NzY4My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,,"1335 6th Ave 44th Fl, New York, NY 10019, United States",(73),,4.0,
,Equinox Hotel New York,+1 212-812-9200,https://www.google.com/maps/place/Equinox+Hotel+New+York/data=!4m10!3m9!1s0x89c259e8dd44e27f:0x10324bfc60110a5e!5m2!4m1!1i2!8m2!3d40.7546506!4d-74.0022128!16s%2Fg%2F11fkkfc0th!19sChIJf-JE3ehZwokRXgoRYPxLMhA?authuser=0&hl=en&rclk=1,https://equinox-hotels.com/nyc/?utm_source=local-listings&utm_medium=organic&utm_campaign=local-listings,reservations.hy@equinox-hotels.com,,"33 Hudson Yards, New York, NY 10001, United States",(585),,4.4,
,"The Standard, High Line",+1 212-645-4646,"https://www.google.com/maps/place/The+Standard,+High+Line/data=!4m10!3m9!1s0x89c259c06677ef37:0x505cfe96ba9da92a!5m2!4m1!1i2!8m2!3d40.7408138!4d-74.0078634!16s%2Fm%2F0vpwq4s!19sChIJN-93ZsBZwokRKqmdupb-XFA?authuser=0&hl=en&rclk=1",https://www.standardhotels.com/new-york/properties/high-line,"u003eHLguestservices@standardhotels.com, u003eSHLMarketing@standardhotels.com, hlreservations@standardhotels.com, u003eHLSales@standardhotels.com, newyorkevents@standardhotels.com, u003eHLreservations@standardhotels.com, u003enewyorkevents@standardhotels.com",,"848 Washington St, New York, NY 10014, United States","(4,887)",,4.3,
,Ly New York Hotel,+1 718-898-0406,https://www.lynewyorkhotel.com/,https://www.lynewyorkhotel.com/,,,"15- 61 127th St 15- 63, College Point, NY 11356, United States",(336),,4.4,
,Park Central Hotel New York,+1 212-247-8000,https://www.parkcentralny.com/contact-us,http://www.parkcentralny.com/,"reservations@parkcentralny.com, customerrelations@parkcentralny.com, sales@parkcentralny.com, info@parkcentralny.com, marketing@revparmedia.com",,"870 7th Ave, New York, NY 10019, United States","(7,054)",,3.9,
,Solita Soho Hotel,+1 212-925-3600,https://www.solitasohohotel.com//Contact/,http://www.solitasohohotel.com/,,,"159 Grand St, New York, NY 10013, United States",(488),,3.7,
,City Club Hotel,+1 212-921-5500,https://www.google.com/maps/place/City+Club+Hotel/data=!4m10!3m9!1s0x89c258ffee3c394f:0x18415e95dd51ecd9!5m2!4m1!1i2!8m2!3d40.7558959!4d-73.9821702!16s%2Fg%2F1vqmk8lv!19sChIJTzk87v9YwokR2exR3ZVeQRg?authuser=0&hl=en&rclk=1,http://www.cityclubhotel.com/,frontdesk@cityclubhotel.com,,"55 W 44th St, New York, NY 10036, United States",(965),,3.5,
,The New Yorker Hotel,+1 212-971-0101,https://www.google.com/maps/place/The+New+Yorker+Hotel/data=!4m10!3m9!1s0x89c259b5a9bd152b:0x31453e62a3be9f76!5m2!4m1!1i2!8m2!3d40.7526686!4d-73.9935648!16zL20vMGM3aHE5!19sChIJKxW9qbVZwokRdp--o2I-RTE?authuser=0&hl=en&rclk=1,https://www.newyorkerhotel.com/?utm_source=googlelisting&utm_medium=organic,"hr@nyhotel.com, reservations@nyhotel.com",,"481 8th Ave, New York, NY 10001, United States","(11,228)",,3.9,
,Fitzpatrick Grand Central,+1 212-351-6800,https://www.google.com/maps/place/Fitzpatrick+Grand+Central/data=!4m10!3m9!1s0x89c259025ef23a31:0x15ba2766771115bc!5m2!4m1!1i2!8m2!3d40.7526438!4d-73.97461!16s%2Fg%2F1tfzhpfy!19sChIJMTryXgJZwokRvBURd2YnuhU?authuser=0&hl=en&rclk=1,http://www.fitzpatrickhotels.com/,reservations@fitzpatrickhotels.com,,"141 E 44th St, New York, NY 10017, United States","(1,062)",,4.3,
,The Dominick,+1 212-842-5500,https://www.google.com/maps/place/The+Dominick/data=!4m10!3m9!1s0x89c2598cc339336b:0x21b4f896d1016faf!5m2!4m1!1i2!8m2!3d40.7254695!4d-74.0053343!16zL20vMGRtZjZm!19sChIJazM5w4xZwokRr28B0Zb4tCE?authuser=0&hl=en&rclk=1,https://thedominickhotel.com/?utm_source=google&utm_medium=organic&utm_campaign=business-listing,"forms@tambourine.com, hotel@thedominick.com",,"246 Spring St, New York, NY 10013, United States",(718),,4.2,
,The Marmara Park Avenue,+1 212-603-9000,https://park.marmaranyc.com/?utm_campaign=GoogleMyBusiness&utm_source=Google&utm_medium=LocalSearch/Contact/,https://park.marmaranyc.com/?utm_campaign=GoogleMyBusiness&utm_source=Google&utm_medium=LocalSearch,,,"114 E 32nd St, New York, NY 10016, United States","(1,044)",,4.2,
,City Club Hotel,+1 212-921-5500,https://www.google.com/maps/place/City+Club+Hotel/data=!4m10!3m9!1s0x89c258ffee3c394f:0x18415e95dd51ecd9!5m2!4m1!1i2!8m2!3d40.7558959!4d-73.9821702!16s%2Fg%2F1vqmk8lv!19sChIJTzk87v9YwokR2exR3ZVeQRg?authuser=0&hl=en&rclk=1,http://www.cityclubhotel.com/,frontdesk@cityclubhotel.com,,"55 W 44th St, New York, NY 10036, United States",(965),,3.5,
,The One Boutique Hotel,+1 718-886-3555,http://theone-ny.com//Contact/,http://theone-ny.com/,,,"137-72 Northern Blvd, Flushing, NY 11354, United States","(1,002)",,3.3,
,The William Vale,+1 718-631-8400,https://www.google.com/maps/place/The+William+Vale/data=!4m10!3m9!1s0x89c25942d18e434f:0xcaae4e81d62d5e0d!5m2!4m1!1i2!8m2!3d40.7220768!4d-73.9566198!16s%2Fg%2F11clyt1d37!19sChIJT0OO0UJZwokRDV4t1oFOrso?authuser=0&hl=en&rclk=1,https://www.thewilliamvale.com/,info@thewilliamvale.com,,"111 N 12th St, Brooklyn, NY 11249, United States","(2,757)",,4.3,
,The Gregorian Hotel,+1 212-226-0800,https://www.google.com/maps/place/The+Gregorian+Hotel/data=!4m10!3m9!1s0x89c259a976e97169:0xfdcaf1a03ca0af65!5m2!4m1!1i2!8m2!3d40.7498048!4d-73.9860667!16s%2Fg%2F11bc7s2k94!19sChIJaXHpdqlZwokRZa-gPKDxyv0?authuser=0&hl=en&rclk=1,https://www.gregorianhotel.com/,"forms@tambourine.com, info@gregorianhotel.com",,"42 W 35th St, New York, NY 10001, United States","(1,001)",,4.1,
,Park Lane Hotel New York,+1 212-371-4000,https://www.parklanenewyork.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing%2FContact%2F,https://www.parklanenewyork.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,,,"36 Central Park S South, New York, NY 10019, United States","(3,093)",,4.0,
,Royalton New York,+1 212-869-4400,https://www.google.com/maps/place/Royalton+New+York/data=!4m10!3m9!1s0x89c258ffef0d23a5:0x19f9952aebee2990!5m2!4m1!1i2!8m2!3d40.7555732!4d-73.9822616!16s%2Fm%2F0284vgm!19sChIJpSMN7_9YwokRkCnu6yqV-Rk?authuser=0&hl=en&rclk=1,http://www.royaltonhotel.com/,info@royalton-nyc.com,,"44 W 44th St, New York, NY 10036, United States","(1,289)",,3.9,
,WestHouse Hotel New York,+1 212-707-4888,https://www.google.com/maps/place/WestHouse+Hotel+New+York/data=!4m10!3m9!1s0x89c258f8245a4eab:0x86165540b81f3d02!5m2!4m1!1i2!8m2!3d40.7645538!4d-73.9813667!16s%2Fg%2F1pp2tlprd!19sChIJq05aJPhYwokRAj0fuEBVFoY?authuser=0&hl=en&rclk=1,https://www.westhousehotelnewyork.com/,welcome@westhousehotelnewyork.com,,"201 W 55th St, New York, NY 10019, United States",(983),,4.1,
,6 Columbus - Central Park Hotel,+1 877-626-5862,"https://www.google.com/maps/place/6+Columbus+-+Central+Park+Hotel/@40.7675702,-73.9831802,17z/data=!3m1!4b1!4m9!3m8!1s0x89c25858808111a3:0xd6bc0a96cf7a0521!5m2!4m1!1i2!8m2!3d40.7675702!4d-73.9831802!16s%2Fg%2F1wzt38ms?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.6columbushotel.com/,,,"Columbus Hotel, 308 W 58th St #6, New York, NY 10019, United States",(684),,3.8,
,Loews Regency New York,+1 212-759-4100,https://www.google.com/maps/place/Loews+Regency+New+York/data=!4m10!3m9!1s0x89c258efbbf0450b:0xe81e5f8b75a000d!5m2!4m1!1i2!8m2!3d40.7645744!4d-73.9690071!16s%2Fg%2F1hc3h3rl4!19sChIJC0Xwu-9YwokRDQBat_jlgQ4?authuser=0&hl=en&rclk=1,https://www.loewshotels.com/regency-hotel,"loewshotelsreservations@loewshotels.com, sample@cendyn.com",,"540 Park Ave, New York, NY 10065, United States","(1,848)",,4.4,
,ModernHaus SoHo,+1 212-465-2000,https://www.google.com/maps/place/ModernHaus+SoHo/data=!4m10!3m9!1s0x89c2598b6962d6ab:0xbab0658c753ead2b!5m2!4m1!1i2!8m2!3d40.7227361!4d-74.0046994!16s%2Fm%2F0wfh_63!19sChIJq9ZiaYtZwokRK60-dYxlsLo?authuser=0&hl=en&rclk=1,https://www.modernhaushotel.com/?utm_source=google&utm_medium=listings&utm_id=gmb,reservations@modernhaussoho.com,,"27 Grand St, New York, NY 10013, United States",(857),,4.3,
,Hotel Seville NoMad - The Unbound Collection by Hyatt,+1 212-532-4100,https://www.hyatt.com/unbound-collection/en-US/nycud-hotel-seville-nomad?src=corp_lclb_google_seo_nycud&utm_source=google&utm_medium=organic&utm_campaign=lmr/Contact/,https://www.hyatt.com/unbound-collection/en-US/nycud-hotel-seville-nomad?src=corp_lclb_google_seo_nycud&utm_source=google&utm_medium=organic&utm_campaign=lmr,,,"22 E 29th St, New York, NY 10016, United States","(1,308)",,4.1,
,The Pearl Hotel New York,+1 212-245-4000,https://www.google.com/maps/place/The+Pearl+Hotel+New+York/data=!4m10!3m9!1s0x89c2585666e057cf:0xa3f9e1340c7cc51e!5m2!4m1!1i2!8m2!3d40.7613617!4d-73.9855813!16s%2Fg%2F1v7tm8v_!19sChIJz1fgZlZYwokRHsV8DDTh-aM?authuser=0&hl=en&rclk=1,https://www.pearlhotelnyc.com/?utm_source=Google&utm_medium=Local+SEO&utm_campaign=Google+Business+Profile,gmktg-footer-logo@2x.png,,"233 W 49th St, New York, NY 10019, United States",(849),,4.5,
,The Gardens Sonesta ES Suites New York,+1 212-355-1230,https://nyc.sonesta.com/the-gardens/?utm_source=google&utm_medium=organic&utm_campaign=gmb/Contact/,https://www.affinia.com/gardens-suites-hotel/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,,"215 E 64th St, New York, NY 10065, United States",(527),,4.1,
,Hotel Indigo Lower East Side New York by IHG,+1 212-237-1776,https://www.ihg.com/hotelindigo/hotels/us/en/new-york/nycos/hoteldetail?cm_mmc=GoogleMaps-_-IN-_-US-_-NYCOS,https://www.ihg.com/hotelindigo/hotels/us/en/new-york/nycos/hoteldetail?cm_mmc=GoogleMaps-_-IN-_-US-_-NYCOS,"julia.boyd@ihg.com, stacy.campbell@ihg.com, hotelindigolesSales@ihg.com, debra.wang@ihg.com, agne.blyth@ihg.com, hotelindigoles@ihg.com, ches.eaton@ihg.com, whitney.engelke@ihg.com, christine.lee@ihg.com",,"171 Ludlow St, New York, NY 10002, United States","(2,126)",,3.9,
,New York Marriott Marquis,+1 212-398-1900,https://www.marriott.com/en-us/hotels/nycmq-new-york-marriott-marquis/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0/Contact/,https://www.marriott.com/en-us/hotels/nycmq-new-york-marriott-marquis/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,"1535 Broadway, New York, NY 10036, United States","(15,187)",,4.4,
,The Empire Hotel,+1 212-265-7400,https://www.google.com/maps/place/The+Empire+Hotel/data=!4m10!3m9!1s0x89c258f5922d74b9:0xd37708e5aa91e57a!5m2!4m1!1i2!8m2!3d40.7714959!4d-73.9826673!16s%2Fm%2F0zg51sr!19sChIJuXQtkvVYwokReuWRquUId9M?authuser=0&hl=en&rclk=1,https://www.empirehotelnyc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,reservations@empirehotelnyc.com,,"44 W 63rd St, New York, NY 10023, United States","(5,125)",,3.8,
,citizenM New York Times Square Hotel,+1 212-461-3638,"https://www.google.com/maps/place/citizenM+New+York+Times+Square+Hotel/@40.7616729,-73.9849744,17z/data=!3m1!4b1!4m9!3m8!1s0x89c258564165b30f:0xdebbed18bae58050!5m2!4m1!1i2!8m2!3d40.7616729!4d-73.9849744!16s%2Fg%2F1q4kn06y3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.citizenm.com/hotels/america/new-york/times-square-hotel?utm_source=google&utm_medium=organic&y_source=1_NDkyNzM5MTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,"218 W 50th St, New York, NY 10019, United States","(2,528)",,4.6,
,The Empire Hotel,+1 212-265-7400,https://www.google.com/maps/place/The+Empire+Hotel/data=!4m10!3m9!1s0x89c258f5922d74b9:0xd37708e5aa91e57a!5m2!4m1!1i2!8m2!3d40.7714959!4d-73.9826673!16s%2Fm%2F0zg51sr!19sChIJuXQtkvVYwokReuWRquUId9M?authuser=0&hl=en&rclk=1,https://www.empirehotelnyc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,reservations@empirehotelnyc.com,,"44 W 63rd St, New York, NY 10023, United States","(5,125)",,3.8,
,citizenM New York Times Square Hotel,+1 212-461-3638,"https://www.google.com/maps/place/citizenM+New+York+Times+Square+Hotel/@40.7616729,-73.9849744,17z/data=!3m1!4b1!4m9!3m8!1s0x89c258564165b30f:0xdebbed18bae58050!5m2!4m1!1i2!8m2!3d40.7616729!4d-73.9849744!16s%2Fg%2F1q4kn06y3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.citizenm.com/hotels/america/new-york/times-square-hotel?utm_source=google&utm_medium=organic&y_source=1_NDkyNzM5MTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,"218 W 50th St, New York, NY 10019, United States","(2,528)",,4.6,
,The Plaza,+1 212-759-3000,https://www.google.com/maps/place/The+Plaza/data=!4m10!3m9!1s0x89c258f07d5da561:0x61f6aa300ba8339d!5m2!4m1!1i2!8m2!3d40.7646318!4d-73.9743251!16zL20vMDQyeTdq!19sChIJYaVdffBYwokRnTOoCzCq9mE?authuser=0&hl=en&rclk=1,https://www.theplazany.com/?goto=fiche_hotel&code_hotel=A568&merchantid=seo-maps-US-A568&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTIzNjE0MDYtNzE1LWxvY2F0aW9uLndlYnNpdGU=,"plazareservation@fairmont.com, PLZ.DataProtection@fairmont.com",,"768 5th Ave, New York, NY 10019, United States","(6,765)",,4.5,
,Hyatt Grand Central New York,+1 212-883-1234,https://www.hyatt.com/en-US/hotel/new-york/hyatt-grand-central-new-york/nycgh?src=corp_lclb_google_seo_nycgh&utm_source=google&utm_medium=organic&utm_campaign=lmr/Contact/,https://www.hyatt.com/en-US/hotel/new-york/hyatt-grand-central-new-york/nycgh?src=corp_lclb_google_seo_nycgh&utm_source=google&utm_medium=organic&utm_campaign=lmr,,,"at Grand Central Terminal, 109 E 42nd St, New York, NY 10017, United States","(8,022)",,4.0,
,Solita Soho Hotel,+1 212-925-3600,https://www.solitasohohotel.com//Contact/,http://www.solitasohohotel.com/,,,"159 Grand St, New York, NY 10013, United States",(488),,3.7,
,Ink 48 Hotel,+1 212-757-0088,https://www.ink48.com/,https://www.ink48.com/,frontdesk@ink48.com,,"653 11th Ave, New York, NY 10036, United States","(2,609)",,4.1,
,Kixby hotel,+1 212-947-2500,https://www.google.com/maps/place/Kixby+hotel/data=!4m10!3m9!1s0x89c259a9782ab2b3:0x212c809d66929096!5m2!4m1!1i2!8m2!3d40.750143!4d-73.9859914!16s%2Fg%2F1tcx2fsg!19sChIJs7IqeKlZwokRlpCSZp2ALCE?authuser=0&hl=en&rclk=1,https://www.kixby.com/?utm_source=local-directories&utm_medium=organic&utm_campaign=travelclick-localconnect,hello@kixby.com,,"45 W 35th St, New York, NY 10001, United States","(1,386)",,4.4,
,Hotel Edison,+1 212-840-5000,https://www.google.com/maps/place/Hotel+Edison/data=!4m10!3m9!1s0x89c25855cd257fab:0x2db03fd1d21b180e!5m2!4m1!1i2!8m2!3d40.7597355!4d-73.9861511!16s%2Fm%2F0jk_nvp!19sChIJq38lzVVYwokRDhgb0tE_sC0?authuser=0&hl=en&rclk=1,https://www.edisonhotelnyc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,"edisonguestrelations@triumphhotels.com, columbiaedison@triumphhotels.com, ColumbiaEdison@triumphhotels.com, edisonres@triumphhotels.com",,"228 W 47th St, New York, NY 10036, United States","(7,647)",,3.8,
,"Dream Downtown, by Hyatt",+1 212-229-2559,https://www.hyatt.com/dream-hotels/en-US/nycdd-dream-downtown?src=corp_lclb_google_seo_nycdd&utm_source=google&utm_medium=organic&utm_campaign=lmr/Contact/,https://www.hyatt.com/dream-hotels/en-US/nycdd-dream-downtown?src=corp_lclb_google_seo_nycdd&utm_source=google&utm_medium=organic&utm_campaign=lmr,,,"355 W 16th St, New York, NY 10011, United States","(3,311)",,3.8,
,W Hoboken,+1 201-253-2400,https://www.marriott.com/en-us/hotels/ewrhb-w-hoboken/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0/Contact/,https://www.marriott.com/en-us/hotels/ewrhb-w-hoboken/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,"225 River St, Hoboken, NJ 07030, United States","(1,974)",,4.4,
,"Envue, Autograph Collection",+1 201-758-7920,https://www.marriott.com/en-us/hotels/lgaaw-envue-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0/Contact/,https://www.marriott.com/en-us/hotels/lgaaw-envue-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,"550 Ave at Port Imperial, Weehawken Township, NJ 07086, United States","(1,014)",,4.0,
,The Prince Kitano New York,+1 212-885-7000,https://kitano.princehotels.com//Contact/,https://kitano.princehotels.com/,,,"66 Park Ave, E 38th St, New York, NY 10016, United States",(699),,4.4,
,Pestana Park Avenue,+1 646-952-6100,"https://www.google.com/maps/place/Pestana+Park+Avenue/@40.7509197,-73.9800468,17z/data=!3m1!4b1!4m9!3m8!1s0x89c259b2bbef0b13:0x67e133ad21e58bfd!5m2!4m1!1i2!8m2!3d40.7509197!4d-73.9800468!16s%2Fg%2F11h71nf7vq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.pestana.com/en/hotel/pestana-park-avenue?utm_campaign=pestana-park-avenue-partoo&utm_medium=organicsearch,guest.usa@pestana.com,,"Class B, 23 E 39th St, New York, NY 10016, United States",(726),,4.8,
